Marque;"Libellé modèle";Modèle;Groupe;"Description Commerciale";Energie;Carrosserie;Cylindrée;Gamme;"Puissance fiscale";"Puissance maximale";"Puissance nominale électrique";"Poids à vide";"Rapport poids-puissance";"Type de boite";"Nombre rapports";"Conso basse vitesse Min";"Conso basse vitesse Max";"Conso moyenne vitesse Min";"Conso moyenne vitesse Max";"Conso haute vitesse Min";"Conso haute vitesse Max";"Conso T-haute vitesse Min";"Conso T-haute vitesse Max";"Conso vitesse mixte Min";"Conso vitesse mixte Max";"Conso elec Min";"Conso elec Max";"Autonomie elec Min";"Autonomie elec Max";"Autonomie elec urbain Min";"Autonomie elec urbain Max";"CO2 basse vitesse Min";"CO2 basse vitesse Max";"CO2 moyenne vitesse Min";"CO2 moyenne vitesse Max";"CO2 haute vitesse Min";"CO2 haute vitesse Max";"CO2 T-haute vitesse Min";"CO2 T-haute vitesse Max";"CO2 vitesse mixte Min";"CO2 vitesse mixte Max";"Essai CO2 type 1";"Essai HC";"Essai Nox";"Essai HCNox";"Essai particules";"Masse OM Min";"Masse OM Max";Bonus-Malus;"Barème Bonus-Malus";"Prix véhicule"
FORD;FIESTA;FIESTA;FORD;"FIESTA 1.0 Flexifuel (95ch) S&S BVM6";SUPERETHANOL;BERLINE;999;INFERIEURE;5;69,900;;1114;0,06;MECANIQUE;6;8,870;10,145;6,612;7,847;6,035;7,363;7,505;8,962;7,052;8,399;;;;;;;145,35;166,21;108,30;128,48;98,82;120,55;122,96;146,78;115,51;137,55;0,393;0,037;0,011;;;1189;1307;"Neutre 0";;23090
PEUGEOT;2008;2008;AUTRES;"e-2008 (57Kw)";ELECTRIC;"TS TERRAINS/CHEMINS";0;INFERIEURE;4;;57,000;1548;0,00;"VARIATION ELECTRIQUE";1;;;;;;;;;;;145,000;170,000;363,000;311,000;472,700;425,700;;;;;;;;;;;;;;;;1623;1623;"Bonus 4000";-6000;40300
NISSAN;QASHQAI;QASHQAI;NISSAN;"Mild Hybrid (140ch) 6MT N-CONNECTA/TEKNA";"ESS+ELEC HNR";"TS TERRAINS/CHEMINS";1332;"MOYENNE SUPERIEURE";7;103,000;;1329;0,08;MECANIQUE;6;8,506;8,727;6,206;6,650;5,407;5,700;6,409;6,817;6,338;6,693;;;;;;;192,08;197,05;140,02;150,02;121,91;128,51;144,61;153,81;143,00;151,00;0,314;0,012;0,017;;;1404;1404;Malus;11919;34540
AUDI;"Q3 SPORTBACK";Q3;VGF;"Q3 Sportback 35 TFSI (150ch) BVM6";ESSENCE;"TS TERRAINS/CHEMINS";1498;"MOYENNE SUPERIEURE";8;110,000;;1450;0,08;MECANIQUE;6;7,774;8,228;6,057;6,533;5,288;5,955;6,145;7,139;6,080;6,796;;;;;;;175,44;185,71;136,63;147,41;119,26;134,35;138,62;161,10;137,15;153,34;0,127;0,015;0,021;;;1525;1525;Malus;450;44365
FORD;FIESTA;FIESTA;FORD;"FIESTA 1.0 Ecoboost Hybrid (125ch) S&S (mHEV) Powershift";"ESS+ELEC HNR";BERLINE;999;INFERIEURE;6;91,900;7,300;1136;0,08;MECANIQUE;6;6,182;7,283;4,527;5,481;4,263;5,301;5,226;6,555;4,914;6,046;;;;;;;139,62;164,41;102,14;123,58;96,15;119,50;117,98;147,92;110,90;136,39;0,309;0,034;0,014;;0,001;1211;1323;"Neutre 0";11900;24190
MINI;MINI;MINI;B.M.W.;"MINI Cooper S Hatch 5P (F55)";ESSENCE;BERLINE;1998;INFERIEURE;9;131,000;;1280;0,10;AUTOMATIQUE;7;8,409;8,864;5,750;6,411;4,862;5,652;5,673;6,829;5,803;6,652;;;;;;;191,22;201,47;130,70;145,62;110,47;128,33;128,95;155,13;131,90;151,10;0,188;0,016;0,009;;0,001;1355;1355;Malus;230;37750
B.M.W.;"SERIE 1";118;AUTRES;118i;ESSENCE;BERLINE;1499;"MOYENNE INFERIEURE";7;100,000;;1290;0,08;MECANIQUE;6;7,631;8,440;5,556;6,526;4,781;5,964;5,532;7,111;5,585;6,815;;;;;;;174,08;191,97;126,64;148,30;108,93;135,49;126,08;161,64;127,30;154,90;0,291;0,024;0,018;;0,001;1365;1365;Malus;210;34600
B.M.W.;"SERIE 2";220;AUTRES;"220i CoupÃ©";ESSENCE;COUPE;1998;"MOYENNE INFERIEURE";10;135,000;;1490;0,09;AUTOMATIQUE;8;8,895;9,168;6,318;6,792;5,258;6,004;5,955;7,128;6,206;6,985;;;;;;;202,12;208,31;143,46;154,20;119,32;136,28;135,20;161,87;140,90;158,60;0,226;0,024;0,013;;;1565;1565;Malus;540;45650
TOYOTA;YARIS;YARIS;TOYOTA;"Yaris 1.5L (116ch) Hybrid Dynamic. Dynamic Business";"ESS+ELEC HNR";BERLINE;1490;INFERIEURE;5;68,000;37,000;1085;0,06;"VARIATION CONTINUE";0;2,783;3,655;2,887;3,767;3,411;4,392;4,922;6,545;3,757;4,930;;;;;;;62,95;82,72;65,30;85,25;77,20;99,45;111,53;148,35;85,05;111,67;0,149;0,025;0,010;;;1160;1160;"Neutre 0";11900;25263
RENAULT;TWINGO;TWINGO;RENAULT;"TWINGO (31Kw)";ELECTRIC;BERLINE;0;ECONOMIQUE;3;;31,000;1111;0,00;"VARIATION ELECTRIQUE";0;;;;;;;;;;;150,900;155,900;190,000;178,000;279,300;250,500;;;;;;;;;;;;;;;;1186;1186;"Bonus 6000";-6000;25950
"ALFA ROMEO";STELVIO;STELVIO;STELLANTIS;"STELVIO 2.2 Diesel (190ch) AT8 Q4";GAZOLE;"TS TERRAINS/CHEMINS";2143;SUPERIEURE;10;140,000;;1745;0,08;AUTOMATIQUE;8;7,607;8,030;5,795;6,478;5,070;5,739;5,951;6,642;5,868;6,515;;;;;;;199,40;210,52;151,89;169,83;132,87;150,45;155,97;174,12;153,80;170,80;0,040;;0,044;0,048;0,001;1820;1820;Malus;2249;56350
B.M.W.;"SERIE X";X2;AUTRES;"X2 sDrive18i";ESSENCE;"TS TERRAINS/CHEMINS";1499;"MOYENNE SUPERIEURE";7;100,000;;1410;0,07;MECANIQUE;6;8,554;8,773;5,965;6,840;5,141;6,152;5,973;7,354;6,059;7,068;;;;;;;194,71;199,59;135,66;155,51;116,88;139,81;135,85;167,24;137,80;160,70;0,267;0,025;0,014;;;1485;1485;Malus;450;40217
KIA;NIRO;NIRO;HYUNDAI;"NIRO HEV 1.6 essence GDi (105ch) ISG / Electrique (60.5ch) DCT6 SystÃ¨me hybride (141ch)";"ESS+ELEC HNR";"TS TERRAINS/CHEMINS";1580;"MOYENNE INFERIEURE";5;77,200;10,100;1415;0,05;AUTOMATIQUE;6;4,259;4,775;3,879;4,504;3,804;4,506;5,253;6,461;4,393;5,234;;;;;;;96,74;108,59;88,07;102,40;86,37;102,46;119,40;147,00;99,81;119,06;0,160;0,023;0,003;;;1490;1490;"Neutre 0";11900;34850
B.M.W.;"SERIE 1";118;AUTRES;118i;ESSENCE;BERLINE;1499;"MOYENNE INFERIEURE";7;100,000;;1320;0,08;AUTOMATIQUE;7;8,092;8,676;5,516;6,400;4,693;5,896;5,435;7,138;5,577;6,809;;;;;;;184,61;197,89;125,72;145,84;106,89;134,31;123,87;162,71;127,10;155,20;0,273;0,023;0,015;;;1395;1395;Malus;210;37510
MINI;MINI;MINI;B.M.W.;"MINI One 102 Hatch 5P (F55)";ESSENCE;BERLINE;1499;INFERIEURE;5;75,000;;1235;0,06;AUTOMATIQUE;7;7,724;8,299;5,192;5,897;4,567;5,307;5,423;6,252;5,418;6,161;;;;;;;175,70;188,77;118,04;134,09;103,83;120,67;123,30;142,17;123,20;140,10;0,084;0,012;0,006;;;1310;1310;Malus;310;28050
B.M.W.;"SERIE X";X4;AUTRES;"X4 xDrive20d";"GAZ+ELEC HNR";"TS TERRAINS/CHEMINS";1995;SUPERIEURE;10;140,000;;1840;0,08;AUTOMATIQUE;8;6,778;7,594;5,356;6,429;4,974;5,856;5,902;7,075;5,621;6,637;;;;;;;177,56;198,92;140,23;168,34;130,21;153,32;154,57;185,30;147,20;173,80;0,165;;0,025;0,069;;1915;1915;Malus;13076;62150
MINI;MINI;MINI;B.M.W.;"MINI Cooper Hatch 5P (F55)";ESSENCE;BERLINE;1499;INFERIEURE;7;100,000;;1230;0,08;AUTOMATIQUE;7;7,726;8,231;5,369;6,121;4,581;5,517;5,361;6,685;5,437;6,416;;;;;;;175,61;187,03;121,95;138,99;104,02;125,23;121,76;151,83;123,50;145,70;0,200;0,019;0,010;;0,001;1305;1305;"Neutre 0";;33325
MITSUBISHI;"SPACE STAR";"SPACE STAR";MITSUBISHI;"SPACE STAR 1.2 MIVEC (71ch) CVT AS&G INTENSE (MY23/MY24)";ESSENCE;BERLINE;1193;"MOYENNE INFERIEURE";4;52,000;;910;0,06;"VARIATION CONTINUE";0;;6,585;;4,950;;4,697;;6,116;;5,503;;;;;;;;149,65;;112,39;;106,64;;138,95;;125,00;0,194;0,018;0,012;;;985;985;"Neutre 0";;16090
B.M.W.;"SERIE 5";518;AUTRES;"518d Touring";"GAZ+ELEC HNR";BREAK;1995;LUXE;8;110,000;;1755;0,06;AUTOMATIQUE;8;6,293;6,677;5,054;5,860;4,438;5,117;4,954;5,933;4,994;5,766;;;;;;;164,77;174,79;132,28;153,36;116,13;133,89;129,66;155,28;130,70;150,90;0,095;;0,021;0,050;;1830;1830;Malus;12211;57613
VOLKSWAGEN;T-ROC;T-ROC;VGF;"T-ROC 2.0 TDI (150ch) 4MOTION SUV DSG7 pn de 17'' Ã  19''";GAZOLE;"TS TERRAINS/CHEMINS";1968;INFERIEURE;8;110,000;;1485;0,07;AUTOMATIQUE;7;7,217;7,415;5,184;5,678;4,420;5,059;5,132;6,087;5,201;5,864;;;;;;;189,31;194,51;135,97;148,92;115,92;132,70;134,58;159,66;136,40;153,80;0,022;;0,029;0,037;;1560;1560;Malus;1386;44513
PORSCHE;"PANAMERA 4 E-HYBRID";PANAMERA;VGF;"PANAMERA 4E-Hybrid SPORT TURISMO";"ELEC+ESSENC HR";BREAK;2894;LUXE;21;243,000;70,000;2225;0,11;AUTOMATIQUE;8;;;;;;;;;2,200;2,700;234,440;249,100;53,000;45,000;54,000;49,000;;;;;;;;;50,80;62,10;0,314;0,021;0,005;;;2300;2485;"Neutre 0";6850;128315
RENAULT;KANGOO;KANGOO;RENAULT;"KANGOO (95ch)";GAZOLE;COMBISPACE;1461;INFERIEURE;5;70,000;;1577;0,04;MECANIQUE;6;5,601;6,395;5,099;5,601;4,494;5,084;5,766;6,957;5,216;6,028;;;;;;;146,88;167,77;133,68;146,90;117,78;133,31;151,22;182,55;136,76;158,13;0,164;0,045;0,035;0,078;;1652;1652;Malus;400;28050
B.M.W.;"SERIE X";X2;AUTRES;"X2 sDrive18i";ESSENCE;"TS TERRAINS/CHEMINS";1499;"MOYENNE SUPERIEURE";7;100,000;;1430;0,07;AUTOMATIQUE;7;8,594;9,260;6,196;6,984;5,272;6,241;6,189;7,565;6,228;7,265;;;;;;;195,58;210,61;140,87;158,71;119,79;141,77;140,71;171,96;141,60;165,10;0,312;0,031;0,016;;;1505;1505;Malus;983;42517
VOLKSWAGEN;T-ROC;T-ROC;VGF;"T-ROC 2.0 TDI (150ch) Traction SUV DSG7 pn de 16'' Ã  19''";GAZOLE;"TS TERRAINS/CHEMINS";1968;INFERIEURE;8;110,000;;1380;0,08;AUTOMATIQUE;7;6,481;6,780;4,423;5,185;3,801;4,783;4,582;5,950;4,562;5,545;;;;;;;169,95;177,83;115,97;135,96;99,65;125,42;120,13;156,02;119,60;145,40;0,036;;0,027;0,037;;1455;1455;Malus;540;40975
B.M.W.;"SERIE 4";420;AUTRES;"420i Coupe";ESSENCE;COUPE;1998;"MOYENNE SUPERIEURE";10;135,000;;1525;0,09;AUTOMATIQUE;8;8,764;9,768;6,417;7,301;5,366;6,357;5,926;6,914;6,231;7,201;;;;;;;199,56;222,14;146,04;165,88;122,05;144,35;134,84;157,04;141,80;163,60;0,355;0,027;0,014;;;1600;1600;Malus;650;53100
MINI;MINI;COUNTRYMAN;B.M.W.;"MINI One Countryman (F60)";ESSENCE;"TS TERRAINS/CHEMINS";1499;INFERIEURE;5;75,000;;1390;0,05;MECANIQUE;6;8,102;8,406;5,966;6,711;5,235;6,075;6,132;7,135;6,084;6,891;;;;;;;185,14;191,95;136,30;153,18;119,59;138,63;140,10;162,88;139,00;157,30;0,136;0,016;0,008;;;1465;1465;Malus;450;32880
RENAULT;KANGOO;KANGOO;RENAULT;"KANGOO (95ch)";GAZOLE;COMBISPACE;1461;INFERIEURE;5;70,000;;1586;0,04;MECANIQUE;6;5,601;6,395;5,099;5,601;4,494;5,084;5,766;6,957;5,216;6,028;;;;;;;146,88;167,77;133,68;146,90;117,78;133,31;151,22;182,55;136,76;158,13;0,164;0,045;0,035;0,078;;1661;1661;Malus;310;28050
OPEL;MOKKA;MOKKA;STELLANTIS;"MOKKA-E (57Kw)";ELECTRIC;"TS TERRAINS/CHEMINS";0;INFERIEURE;4;;57,000;1523;0,00;"VARIATION ELECTRIQUE";1;;;;;;;;;;;143,400;166,700;374,000;324,000;490,900;448,000;;;;;;;;;;;;;;;;1598;1598;"Bonus 6000";-6000;41467
B.M.W.;"SERIE 2";240;AUTRES;"M240i xDrive CoupÃ©";ESSENCE;COUPE;2998;"MOYENNE INFERIEURE";26;275,000;;1690;0,16;AUTOMATIQUE;8;12,444;13,065;8,304;9,050;6,811;7,722;7,427;8,480;8,084;8,973;;;;;;;283,07;297,16;188,81;205,76;154,82;175,52;168,84;192,77;183,80;204,00;0,143;0,022;0,009;;0,001;1765;1765;Malus;16810;61550
B.M.W.;"SERIE X";X2;AUTRES;"X2 sDrive18i";ESSENCE;"TS TERRAINS/CHEMINS";1499;"MOYENNE SUPERIEURE";7;100,000;;1410;0,07;MECANIQUE;6;8,554;8,773;5,965;6,840;5,141;6,152;5,973;7,354;6,059;7,068;;;;;;;194,71;199,59;135,66;155,51;116,88;139,81;135,85;167,24;137,80;160,70;0,267;0,025;0,014;;;1485;1485;Malus;400;40217
B.M.W.;"SERIE X";X2;AUTRES;"X2 sDrive18i";ESSENCE;"TS TERRAINS/CHEMINS";1499;"MOYENNE SUPERIEURE";7;100,000;;1430;0,07;AUTOMATIQUE;7;8,594;9,260;6,196;6,984;5,272;6,241;6,189;7,565;6,228;7,265;;;;;;;195,58;210,61;140,87;158,71;119,79;141,77;140,71;171,96;141,60;165,10;0,312;0,031;0,016;;;1505;1505;Malus;983;42317
NISSAN;QASHQAI;QASHQAI;NISSAN;"Mild Hybrid (140ch) 6MT BUSINESS EDITION/N-CONNECTA/TEKNA";"ESS+ELEC HNR";"TS TERRAINS/CHEMINS";1332;"MOYENNE SUPERIEURE";7;103,000;;1329;0,08;MECANIQUE;6;8,506;8,727;6,206;6,650;5,407;5,700;6,409;6,817;6,338;6,693;;;;;;;192,08;197,05;140,02;150,02;121,91;128,51;144,61;153,81;143,00;151,00;0,314;0,012;0,017;;;1404;1404;Malus;11917;34540
B.M.W.;"SERIE 2";218;AUTRES;"218i Gran CoupÃ©";ESSENCE;BERLINE;1499;"MOYENNE INFERIEURE";7;100,000;;1350;0,07;MECANIQUE;6;7,631;8,440;5,556;6,526;4,781;5,964;5,532;7,111;5,585;6,815;;;;;;;174,08;191,97;126,64;148,30;108,93;135,49;126,08;161,64;127,30;154,90;0,291;0,024;0,018;;0,001;1425;1425;Malus;190;36950
B.M.W.;"SERIE 1";118;AUTRES;118i;ESSENCE;BERLINE;1499;"MOYENNE INFERIEURE";7;100,000;;1320;0,08;AUTOMATIQUE;7;8,092;8,676;5,516;6,400;4,693;5,896;5,435;7,138;5,577;6,809;;;;;;;184,61;197,89;125,72;145,84;106,89;134,31;123,87;162,71;127,10;155,20;0,273;0,023;0,015;;;1395;1395;Malus;230;37510
VOLKSWAGEN;CADDY;CADDY;VGF;"CADDY 5 Caddy/Life/Style 2.0 TDI (122ch) DSG7";GAZOLE;COMBISPACE;1968;INFERIEURE;6;90,000;;1568;0,06;AUTOMATIQUE;7;6,541;7,104;4,749;5,409;4,182;4,966;4,977;6,111;4,894;5,747;;;;;;;171,53;186,30;124,51;141,83;109,63;130,20;130,48;160,25;128,30;150,70;0,023;;0,038;0,059;;1643;1643;Malus;210;37343
DACIA;JOGGER;JOGGER;RENAULT;"JOGGER (101ch)";ESS+G.P.L.;BREAK;999;INFERIEURE;5;67,000;;1223;0,06;MECANIQUE;6;7,328;7,529;5,491;5,693;5,157;5,357;6,435;6,820;5,968;6,234;;;;;;;165,22;169,84;123,60;128,25;116,04;120,64;145,00;153,79;134,40;140,50;0,438;0,049;0,021;;;1298;1337;"Neutre 0";;19148
DACIA;JOGGER;JOGGER;RENAULT;"JOGGER (101ch)";ESS+G.P.L.;BREAK;999;INFERIEURE;5;74,000;;1223;0,06;MECANIQUE;6;9,372;9,383;7,003;7,314;6,628;7,018;8,204;8,660;7,629;7,976;;;;;;;146,16;146,31;109,12;113,95;103,26;109,32;127,90;134,99;117,55;122,95;0,417;0,027;0,025;;;1298;1337;"Neutre 0";;19148
B.M.W.;"SERIE X";X2;AUTRES;"X2 sDrive18i";ESSENCE;"TS TERRAINS/CHEMINS";1499;"MOYENNE SUPERIEURE";7;100,000;;1430;0,07;AUTOMATIQUE;7;8,594;9,260;6,196;6,984;5,272;6,241;6,189;7,565;6,228;7,265;;;;;;;195,58;210,61;140,87;158,71;119,79;141,77;140,71;171,96;141,60;165,10;0,312;0,031;0,016;;;1505;1505;Malus;898;42517
PORSCHE;"PANAMERA 4 E-HYBRID";PANAMERA;VGF;"PANAMERA 4 E-HYBRID";"ELEC+ESSENC HR";BERLINE;2894;LUXE;21;243,000;70,000;2210;0,11;AUTOMATIQUE;8;;;;;;;;;1,900;2,200;222,950;234,440;57,000;53,000;56,000;54,000;;;;;;;;;43,90;50,80;0,220;0,015;0,005;;;2285;2475;"Neutre 0";;125222
TOYOTA;C-HR;C-HR;TOYOTA;"Toyota C-HR 2.0L Hybrid Dynamic Force (184ch) GR SPORT MC19";"ESS+ELEC HNR";"TS TERRAINS/CHEMINS";1987;"MOYENNE SUPERIEURE";8;112,000;48,000;1485;0,08;"VARIATION CONTINUE";0;4,958;5,283;4,433;4,779;4,706;5,006;6,481;6,849;5,313;5,650;;;;;;;112,27;119,61;100,33;108,17;106,53;113,32;146,85;155,17;120,33;127,95;0,191;0,020;0,005;;;1560;1582;"Neutre 0";11900;36894
SKODA;KAROQ;KAROQ;VGF;"Karoq 1.0 TSI (110ch) 4*2 BVM6 norme AP freins 15'' Ambition Classe A avec alt 140A famA";ESSENCE;"TS TERRAINS/CHEMINS";999;"MOYENNE SUPERIEURE";6;81,000;;1284;0,06;MECANIQUE;6;6,858;7,408;5,105;5,925;4,544;5,335;5,379;6,346;5,263;6,090;;;;;;;155,59;168,09;115,81;134,35;103,05;120,92;122,05;143,92;119,40;138,10;0,216;0,022;0,027;;;1359;1359;Malus;170;30490
B.M.W.;"SERIE 5";530;AUTRES;"530e Touring";"ELEC+ESSENC HR";BREAK;1998;LUXE;10;135,000;55,000;1900;0,07;AUTOMATIQUE;8;;;;;;;;;1,505;1,960;169,300;187,600;57,200;50,400;60,100;52,000;;;;;;;;;34,22;44,62;0,352;0,012;0,011;;;1975;1975;"Neutre 0";;68188
B.M.W.;"SERIE 4";430;AUTRES;"430d xDrive Coupe";"GAZ+ELEC HNR";COUPE;2993;"MOYENNE SUPERIEURE";17;210,000;;1780;0,12;AUTOMATIQUE;8;7,700;8,474;5,222;5,784;4,449;5,172;4,902;5,942;5,200;6,009;;;;;;;201,80;222,15;136,79;151,59;116,49;135,52;128,37;155,73;136,20;157,50;0,123;;0,041;0,055;0,001;1855;1855;Malus;12466;62850
B.M.W.;"SERIE X";X4;AUTRES;"X4 xDrive30d";"GAZ+ELEC HNR";"TS TERRAINS/CHEMINS";2993;SUPERIEURE;17;210,000;;1935;0,11;AUTOMATIQUE;8;8,302;9,022;5,807;6,709;5,234;6,164;6,200;7,394;6,102;7,092;;;;;;;217,38;236,29;151,97;175,66;136,94;161,37;162,28;193,62;159,70;185,70;0,131;;0,043;0,060;0,001;2010;2010;Malus;14036;68850
DS;"DS 7 CROSSBACK";"7 CROSSBACK";STELLANTIS;"7 CROSSBACK (181ch+30Kw)";"ELEC+ESSENC HR";"TS TERRAINS/CHEMINS";1598;"MOYENNE SUPERIEURE";10;133,000;30,000;1760;0,08;AUTOMATIQUE;8;;;;;;;;;1,271;1,797;150,000;175,000;64,000;53,000;75,000;60,000;;;;;;;;;28,71;40,60;0,460;0,015;0,016;;0,001;1835;1835;"Neutre 0";;57560
FIAT;PANDA;PANDA;STELLANTIS;"PANDA 1.0 BSG (70ch)";"ESS+ELEC HNR";BERLINE;999;INFERIEURE;4;51,500;1,370;1002;0,05;MECANIQUE;6;5,548;5,128;4,466;4,780;3,999;4,586;5,018;6,161;4,662;5,256;;;;;;;126,23;116,56;101,53;108,63;90,86;104,18;114,13;140,16;106,00;119,50;0,300;0,028;0,022;;;1077;1077;"Neutre 0";11900;12665
"ALFA ROMEO";GIULIA;GIULIA;STELLANTIS;"GIULIA 2.2 Diesel (190ch) AT8";GAZOLE;BERLINE;2143;SUPERIEURE;10;140,000;;1465;0,10;AUTOMATIQUE;8;6,890;7,318;4,939;5,537;4,069;4,715;4,542;5,259;4,790;5,422;;;;;;;180,57;191,82;129,40;145,12;106,60;123,55;119,00;137,82;125,50;142,10;0,048;;0,041;0,044;;1570;1570;Malus;100;50883
MINI;MINI;COUNTRYMAN;B.M.W.;"MINI Cooper S Countryman (F60)";ESSENCE;"TS TERRAINS/CHEMINS";1998;INFERIEURE;9;131,000;;1480;0,09;AUTOMATIQUE;7;9,237;9,587;6,237;6,770;5,225;5,811;6,335;7,085;6,359;6,961;;;;;;;210,43;218,38;142,01;154,13;118,94;132,27;144,25;161,33;144,80;158,50;0,135;0,018;0,014;;;1555;1555;Malus;983;42588
MINI;MINI;CLUBMAN;B.M.W.;"MINI Cooper S Clubman (F54)";ESSENCE;BREAK;1998;INFERIEURE;9;131,000;;1415;0,09;AUTOMATIQUE;7;8,854;9,247;6,231;6,562;5,223;5,716;6,209;6,781;6,262;6,736;;;;;;;201,72;210,58;141,89;149,32;118,90;130,02;141,41;154,32;142,60;153,30;0,187;0,020;0,009;;;1490;1490;Malus;540;41400
FORD;"TRANSIT CUSTOM";"TRANSIT CUSTOM";FORD;"TRANSIT CUSTOM 2.0 EcoBlue Hybrid (130ch) BVM6";"GAZ+ELEC HNR";MINIBUS;1995;"MOYENNE INFERIEURE";7;95,600;7,200;2039;0,05;MECANIQUE;6;6,723;9,405;5,513;8,843;5,322;9,130;5,264;13,131;5,527;10,528;;;;;;;176,29;246,70;144,52;231,96;139,51;239,48;137,99;344,50;144,88;276,16;0,096;0,009;0,047;0,057;0,001;2114;2528;Malus;19244;46811
KIA;NIRO;NIRO;HYUNDAI;"e-NIRO Moteur Ã©lectrique (136ch)";ELECTRIC;"TS TERRAINS/CHEMINS";0;"MOYENNE INFERIEURE";3;;27,300;1592;0,00;"VARIATION ELECTRIQUE";0;;;;;;;;;;;;153,000;;289,000;;405,000;;;;;;;;;;;;;;;;1667;1667;"Bonus 6000";-6000;39890
PORSCHE;"TAYCAN TURBO S";TAYCAN;VGF;"TAYCAN TURBO S";ELECTRIC;BERLINE;0;LUXE;10;;142,000;2295;0,00;"VARIATION ELECTRIQUE";2;;;;;;;;;;;223,000;263,000;456,000;375,000;521,000;420,000;;;;;;;;;;;;;;;;2370;2370;"Neutre 0";-6000;165454
TESLA;"MODEL 3";"MODEL 3";AUTRES;"MODEL 3 (88Kw)";ELECTRIC;BERLINE;0;LUXE;6;;88,000;1760;0,00;"VARIATION ELECTRIQUE";0;;;;;;;;;;;;144,000;;491,000;;603,000;;;;;;;;;;;;;;;;1835;1835;"Bonus 2000";-6000;53490
B.M.W.;"SERIE 2";218;AUTRES;"218d Active Tourer";GAZOLE;"MONOSPACE COMPACT";1995;"MOYENNE INFERIEURE";8;110,000;;1545;0,07;AUTOMATIQUE;7;6,963;7,423;4,662;5,243;3,950;4,524;4,695;5,377;4,761;5,359;;;;;;;182,44;194,50;122,11;137,35;103,46;118,52;122,97;140,86;124,70;140,40;0,043;;0,025;0,031;;1620;1620;Malus;125;38888
B.M.W.;"SERIE X";X4;AUTRES;"X4 xDrive30i";"ESS+ELEC HNR";"TS TERRAINS/CHEMINS";1998;SUPERIEURE;14;180,000;;1815;0,10;AUTOMATIQUE;8;9,867;10,764;7,314;8,397;6,478;7,651;7,571;9,141;7,487;8,746;;;;;;;224,38;244,74;166,25;190,84;147,21;173,87;172,10;207,79;170,20;198,80;0,183;0,013;0,014;;;1890;1890;Malus;12848;63850
PEUGEOT;508;508;AUTRES;"508 SW (130ch)";ESSENCE;BREAK;1199;"MOYENNE SUPERIEURE";7;96,000;;1420;0,07;AUTOMATIQUE;8;7,444;8,100;5,861;6,674;4,913;5,775;5,478;6,735;5,644;6,609;;;;;;;167,62;182,37;131,86;150,16;110,46;129,86;123,21;151,55;126,96;148,69;0,341;0,020;0,038;;;1495;1495;Malus;240;43375
KIA;STONIC;STONIC;HYUNDAI;"STONIC 1.0 essence T-GDi (100ch) BVM6 Motion/Active/Blue Edition";ESSENCE;"TS TERRAINS/CHEMINS";998;INFERIEURE;5;73,500;;1120;0,07;MECANIQUE;6;6,839;7,203;5,159;5,543;4,607;5,031;5,635;6,243;5,381;5,854;;;;;;;155,21;163,71;116,94;125,90;104,36;114,23;127,77;141,86;122,00;133,00;0,321;0,022;0,018;;;1195;1195;"Neutre 0";;23390
FIAT;PANDA;PANDA;STELLANTIS;"PANDA 1.0 BSG (70ch)";"ESS+ELEC HNR";BERLINE;999;INFERIEURE;4;51,500;1,370;970;0,05;MECANIQUE;6;5,629;5,839;4,814;5,199;4,312;4,815;5,410;6,257;4,979;5,541;;;;;;;128,48;133,12;109,81;118,47;98,31;109,68;123,47;142,71;113,60;126,31;0,281;0,031;0,048;;;1045;1045;"Neutre 0";11900;12910
TOYOTA;"YARIS CROSS";"YARIS CROSS";TOYOTA;"Yaris Cross 1.5L (116ch) Hybrid 2WD Dynamic Business MY21";"ESS+ELEC HNR";"TS TERRAINS/CHEMINS";1490;INFERIEURE;5;68,000;37,000;1175;0,06;"VARIATION CONTINUE";0;3,076;3,795;3,276;3,885;3,781;4,507;5,886;7,004;4,331;5,171;;;;;;;69,64;85,93;74,18;87,97;85,67;102,10;133,48;158,83;98,15;117,19;0,157;0,016;0,007;;;1250;1250;"Neutre 0";11900;29600
FORD;FIESTA;FIESTA;FORD;"FIESTA 1.0 Flexifuel (95ch) S&S BVM6";SUPERETHANOL;BERLINE;999;INFERIEURE;5;69,900;;1114;0,06;MECANIQUE;6;8,870;10,145;6,612;7,847;6,035;7,363;7,505;8,962;7,052;8,399;;;;;;;145,35;166,21;108,30;128,48;98,82;120,55;122,96;146,78;115,51;137,55;0,393;0,036;0,010;;;1189;1307;"Neutre 0";;21340
PEUGEOT;"EXPERT TRAVELLER";TRAVELLER;AUTRES;"e-TRAVELLER Long (57Kw)";ELECTRIC;MINIBUS;0;"MOYENNE INFERIEURE";4;;57,000;2092;0,00;"VARIATION ELECTRIQUE";0;;;;;;;;;;;246,800;294,900;339,000;285,000;477,000;377,000;;;;;;;;;;;;;;;;2167;2167;"Bonus 2000";-6000;52450
MINI;MINI;MINI;B.M.W.;"MINI Cooper S Hatch 3P (F56)";ESSENCE;BERLINE;1998;INFERIEURE;9;131,000;;1225;0,11;AUTOMATIQUE;7;8,409;8,864;5,750;6,411;4,862;5,652;5,673;6,829;5,803;6,652;;;;;;;191,22;201,47;130,70;145,62;110,47;128,33;128,95;155,13;131,90;151,10;0,188;0,016;0,009;;0,001;1300;1300;Malus;310;36800
